timestamp_of_crash,state_name,manner_of_collision_name,latitude,longitude,manner_of_collision_name_1,atmospheric_conditions_name,light_condition_name,hit_and_run,body_type_name,vehicle_model_year,driver_distracted_by_name,person_type_name,injury_severity_name,first_harmful_event_name,seating_position_name,age,sex,police_reported_alcohol_involvement,died_at_scene_en_route,police_reported_drug_involvement
2015-02-01T23:45:00Z,Georgia,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",34.54816389,-83.51070556,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Rain,Dark – Not Lighted,No / No Hit-and-Run,4-Door Sedan/Hardtop,1986,Not Distracted,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),Parked Motor Vehicle (Not In Transport),Second Seat – Left Side,19,Male,No (Alcohol Not Involved),Died at Scene,No (Drugs Not Involved)
2015-02-07T03:07:00Z,Georgia,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",33.92559444,-84.18579722,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Clear,Dark – Lighted,No / No Hit-and-Run,4-Door Sedan/Hardtop,2004,Not Distracted,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),Guardrail Face,Front Seat – Left Side (Driver's Side),37,Male,Unknown (Police Reported),Died at Scene,Unknown (Police Reported)
2015-03-24T14:08:00Z,Georgia,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",31.61785,-81.89553333,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Cloudy,Daylight,No / No Hit-and-Run,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1994,Not Distracted,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),Ditch,Front Seat – Left Side (Driver's Side),65,Male,No (Alcohol Not Involved),Not Applicable,Not Reported
2015-08-09T22:09:00Z,Georgia,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",33.65288056,-84.23757778,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Clear,Dark – Lighted,No / No Hit-and-Run,4-Door Sedan/Hardtop,2012,Looked But Did Not See,Driver of a Motor Vehicle In-Transport,Possible Injury (C),Tree (Standing Only),Front Seat – Left Side (Driver's Side),28,Male,Unknown (Police Reported),Not Applicable,Unknown (Police Reported)
2015-08-09T22:09:00Z,Georgia,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",33.65288056,-84.23757778,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Clear,Dark – Lighted,No / No Hit-and-Run,4-Door Sedan/Hardtop,2012,Looked But Did Not See,Passenger of a Motor Vehicle In-Transport,Suspected Minor Injury (B),Tree (Standing Only),Front Seat – Right Side,36,Male,Not Reported,Not Applicable,Not Reported
2015-08-09T22:09:00Z,Georgia,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",33.65288056,-84.23757778,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Clear,Dark – Lighted,No / No Hit-and-Run,4-Door Sedan/Hardtop,2012,Looked But Did Not See,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),Tree (Standing Only),Second Seat – Right Side,23,Male,Not Reported,Died at Scene,Not Reported
2015-08-09T22:09:00Z,Georgia,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",33.65288056,-84.23757778,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Clear,Dark – Lighted,No / No Hit-and-Run,4-Door Sedan/Hardtop,2005,Looked But Did Not See,Driver of a Motor Vehicle In-Transport,Possible Injury (C),Tree (Standing Only),Front Seat – Left Side (Driver's Side),28,Male,Unknown (Police Reported),Not Applicable,Unknown (Police Reported)
2015-08-09T22:09:00Z,Georgia,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",33.65288056,-84.23757778,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Clear,Dark – Lighted,No / No Hit-and-Run,4-Door Sedan/Hardtop,2005,Looked But Did Not See,Passenger of a Motor Vehicle In-Transport,Suspected Minor Injury (B),Tree (Standing Only),Front Seat – Right Side,36,Male,Not Reported,Not Applicable,Not Reported
2015-08-09T22:09:00Z,Georgia,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",33.65288056,-84.23757778,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Clear,Dark – Lighted,No / No Hit-and-Run,4-Door Sedan/Hardtop,2005,Looked But Did Not See,Passenger of a Motor Vehicle In-Transport,Fatal Injury (K),Tree (Standing Only),Second Seat – Right Side,23,Male,Not Reported,Died at Scene,Not Reported
2015-10-21T11:20:00Z,Georgia,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",33.79191111,-84.24635278,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Clear,Daylight,No / No Hit-and-Run,4-Door Sedan/Hardtop,2006,Not Distracted,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),Tree (Standing Only),Front Seat – Left Side (Driver's Side),18,Female,No (Alcohol Not Involved),Not Applicable,Not Reported
2015-11-16T17:17:00Z,Georgia,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",33.43941944,-84.18413056,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Clear,Daylight,No / No Hit-and-Run,4-Door Sedan/Hardtop,2015,Not Distracted,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),Mail Box,Front Seat – Left Side (Driver's Side),82,Male,Not Reported,Died at Scene,Not Reported
2015-05-07T14:40:00Z,Georgia,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",32.46024722,-84.918875,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Clear,Daylight,No / No Hit-and-Run,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),2002,Not Distracted,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),Traffic Sign Support,Front Seat – Left Side (Driver's Side),17,Male,No (Alcohol Not Involved),Not Applicable,Not Reported
2015-07-14T20:50:00Z,Indiana,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",41.548625,-87.33525833,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Cloudy,Dark – Not Lighted,No / No Hit-and-Run,4-Door Sedan/Hardtop,2000,Not Distracted,Pedestrian,Suspected Serious Injury (A),Pedestrian,Not a Motor Vehicle Occupant (2005-Later),22,Male,Not Reported,Not Applicable,Not Reported
2015-07-14T20:50:00Z,Indiana,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",41.548625,-87.33525833,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Cloudy,Dark – Not Lighted,No / No Hit-and-Run,4-Door Sedan/Hardtop,2000,Not Distracted,Driver of a Motor Vehicle In-Transport,Suspected Serious Injury (A),Pedestrian,Front Seat – Left Side (Driver's Side),45,Male,Yes (Alcohol Involved),Not Applicable,No (Drugs Not Involved)
2015-07-14T20:50:00Z,Indiana,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",41.548625,-87.33525833,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Cloudy,Dark – Not Lighted,No / No Hit-and-Run,4-Door Sedan/Hardtop,2000,Not Distracted,Pedestrian,Fatal Injury (K),Pedestrian,Not a Motor Vehicle Occupant (2005-Later),48,Male,No (Alcohol Not Involved),Not Applicable,No (Drugs Not Involved)
2015-07-14T20:50:00Z,Indiana,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",41.548625,-87.33525833,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Cloudy,Dark – Not Lighted,No / No Hit-and-Run,4-Door Sedan/Hardtop,1997,Not Distracted,Pedestrian,Suspected Serious Injury (A),Pedestrian,Not a Motor Vehicle Occupant (2005-Later),22,Male,Not Reported,Not Applicable,Not Reported
2015-07-14T20:50:00Z,Indiana,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",41.548625,-87.33525833,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Cloudy,Dark – Not Lighted,No / No Hit-and-Run,4-Door Sedan/Hardtop,1997,Not Distracted,Driver of a Motor Vehicle In-Transport,Suspected Serious Injury (A),Pedestrian,Front Seat – Left Side (Driver's Side),45,Male,Yes (Alcohol Involved),Not Applicable,No (Drugs Not Involved)
2015-07-14T20:50:00Z,Indiana,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",41.548625,-87.33525833,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Cloudy,Dark – Not Lighted,No / No Hit-and-Run,4-Door Sedan/Hardtop,1997,Not Distracted,Pedestrian,Fatal Injury (K),Pedestrian,Not a Motor Vehicle Occupant (2005-Later),48,Male,No (Alcohol Not Involved),Not Applicable,No (Drugs Not Involved)
2015-07-14T20:50:00Z,Indiana,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",41.548625,-87.33525833,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Cloudy,Dark – Not Lighted,No / No Hit-and-Run,Minivan,1998,Not Distracted,Pedestrian,Suspected Serious Injury (A),Pedestrian,Not a Motor Vehicle Occupant (2005-Later),22,Male,Not Reported,Not Applicable,Not Reported
2015-07-14T20:50:00Z,Indiana,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",41.548625,-87.33525833,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Cloudy,Dark – Not Lighted,No / No Hit-and-Run,Minivan,1998,Not Distracted,Driver of a Motor Vehicle In-Transport,Suspected Serious Injury (A),Pedestrian,Front Seat – Left Side (Driver's Side),45,Male,Yes (Alcohol Involved),Not Applicable,No (Drugs Not Involved)
2015-07-14T20:50:00Z,Indiana,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",41.548625,-87.33525833,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Cloudy,Dark – Not Lighted,No / No Hit-and-Run,Minivan,1998,Not Distracted,Pedestrian,Fatal Injury (K),Pedestrian,Not a Motor Vehicle Occupant (2005-Later),48,Male,No (Alcohol Not Involved),Not Applicable,No (Drugs Not Involved)
2015-01-29T13:08:00Z,Indiana,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",39.80232778,-86.00940278,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Cloudy,Daylight,No / No Hit-and-Run,4-Door Sedan/Hardtop,2001,Not Distracted,Driver of a Motor Vehicle In-Transport,No Apparent Injury (O),Pedestrian,Front Seat – Left Side (Driver's Side),30,Female,No (Alcohol Not Involved),Not Applicable,No (Drugs Not Involved)
2015-01-29T13:08:00Z,Indiana,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",39.80232778,-86.00940278,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Cloudy,Daylight,No / No Hit-and-Run,4-Door Sedan/Hardtop,2001,Not Distracted,Pedestrian,Fatal Injury (K),Pedestrian,Not a Motor Vehicle Occupant (2005-Later),40,Male,No (Alcohol Not Involved),Not Applicable,No (Drugs Not Involved)
2015-06-09T03:48:00Z,Indiana,Front-to-Front,39.46854167,-87.03923611,Front-to-Front,Clear,Dark – Not Lighted,No / No Hit-and-Run,Standard Pickup,2007,Not Distracted,Driver of a Motor Vehicle In-Transport,No Apparent Injury (O),Motor Vehicle in Transport,Front Seat – Left Side (Driver's Side),60,Male,No (Alcohol Not Involved),Not Applicable,No (Drugs Not Involved)
2015-06-09T03:48:00Z,Indiana,Front-to-Front,39.46854167,-87.03923611,Front-to-Front,Clear,Dark – Not Lighted,No / No Hit-and-Run,Standard Pickup,2007,Not Distracted,Driver of a Motor Vehicle In-Transport,Suspected Serious Injury (A),Motor Vehicle in Transport,Front Seat – Left Side (Driver's Side),46,Female,No (Alcohol Not Involved),Not Applicable,No (Drugs Not Involved)
2015-06-09T03:48:00Z,Indiana,Front-to-Front,39.46854167,-87.03923611,Front-to-Front,Clear,Dark – Not Lighted,No / No Hit-and-Run,Standard Pickup,2007,Not Distracted,Pedestrian,Fatal Injury (K),Motor Vehicle in Transport,Not a Motor Vehicle Occupant (2005-Later),57,Female,No (Alcohol Not Involved),Died at Scene,No (Drugs Not Involved)
2015-06-09T03:48:00Z,Indiana,Front-to-Front,39.46854167,-87.03923611,Front-to-Front,Clear,Dark – Not Lighted,No / No Hit-and-Run,Standard Pickup,2007,Not Distracted,Driver of a Motor Vehicle In-Transport,No Apparent Injury (O),Motor Vehicle in Transport,Front Seat – Left Side (Driver's Side),60,Male,No (Alcohol Not Involved),Not Applicable,No (Drugs Not Involved)
2015-06-09T03:48:00Z,Indiana,Front-to-Front,39.46854167,-87.03923611,Front-to-Front,Clear,Dark – Not Lighted,No / No Hit-and-Run,Standard Pickup,2007,Not Distracted,Driver of a Motor Vehicle In-Transport,Suspected Serious Injury (A),Motor Vehicle in Transport,Front Seat – Left Side (Driver's Side),46,Female,No (Alcohol Not Involved),Not Applicable,No (Drugs Not Involved)
2015-06-09T03:48:00Z,Indiana,Front-to-Front,39.46854167,-87.03923611,Front-to-Front,Clear,Dark – Not Lighted,No / No Hit-and-Run,Standard Pickup,2007,Not Distracted,Pedestrian,Fatal Injury (K),Motor Vehicle in Transport,Not a Motor Vehicle Occupant (2005-Later),57,Female,No (Alcohol Not Involved),Died at Scene,No (Drugs Not Involved)
2015-01-09T03:45:00Z,Indiana,Sideswipe – Same Direction,41.56914722,-87.29997222,Sideswipe – Same Direction,Snow,Dark – Not Lighted,No / No Hit-and-Run,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",2006,Not Distracted,Driver of a Motor Vehicle In-Transport,No Apparent Injury (O),Motor Vehicle in Transport,Front Seat – Left Side (Driver's Side),32,Male,No (Alcohol Not Involved),Not Applicable,No (Drugs Not Involved)
2015-01-09T03:45:00Z,Indiana,Sideswipe – Same Direction,41.56914722,-87.29997222,Sideswipe – Same Direction,Snow,Dark – Not Lighted,No / No Hit-and-Run,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",2006,Not Distracted,Driver of a Motor Vehicle In-Transport,No Apparent Injury (O),Motor Vehicle in Transport,Front Seat – Left Side (Driver's Side),58,Male,No (Alcohol Not Involved),Not Applicable,No (Drugs Not Involved)
2015-01-09T03:45:00Z,Indiana,Sideswipe – Same Direction,41.56914722,-87.29997222,Sideswipe – Same Direction,Snow,Dark – Not Lighted,No / No Hit-and-Run,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",2006,Not Distracted,Occupant of a Motor Vehicle Not In-Transport,Fatal Injury (K),Motor Vehicle in Transport,Front Seat – Left Side (Driver's Side),38,Male,No (Alcohol Not Involved),Not Applicable,No (Drugs Not Involved)
2015-01-09T03:45:00Z,Indiana,Sideswipe – Same Direction,41.56914722,-87.29997222,Sideswipe – Same Direction,Snow,Dark – Not Lighted,No / No Hit-and-Run,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",2006,Not Distracted,Driver of a Motor Vehicle In-Transport,No Apparent Injury (O),Motor Vehicle in Transport,Front Seat – Left Side (Driver's Side),32,Male,No (Alcohol Not Involved),Not Applicable,No (Drugs Not Involved)
2015-01-09T03:45:00Z,Indiana,Sideswipe – Same Direction,41.56914722,-87.29997222,Sideswipe – Same Direction,Snow,Dark – Not Lighted,No / No Hit-and-Run,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",2006,Not Distracted,Driver of a Motor Vehicle In-Transport,No Apparent Injury (O),Motor Vehicle in Transport,Front Seat – Left Side (Driver's Side),58,Male,No (Alcohol Not Involved),Not Applicable,No (Drugs Not Involved)
2015-01-09T03:45:00Z,Indiana,Sideswipe – Same Direction,41.56914722,-87.29997222,Sideswipe – Same Direction,Snow,Dark – Not Lighted,No / No Hit-and-Run,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",2006,Not Distracted,Occupant of a Motor Vehicle Not In-Transport,Fatal Injury (K),Motor Vehicle in Transport,Front Seat – Left Side (Driver's Side),38,Male,No (Alcohol Not Involved),Not Applicable,No (Drugs Not Involved)
2015-10-19T15:29:00Z,Indiana,Angle,39.77381667,-86.14341944,Angle,Clear,Daylight,No / No Hit-and-Run,Minivan,2006,Not Distracted,Driver of a Motor Vehicle In-Transport,No Apparent Injury (O),Motor Vehicle in Transport,Front Seat – Left Side (Driver's Side),17,Female,No (Alcohol Not Involved),Not Applicable,No (Drugs Not Involved)
2015-10-19T15:29:00Z,Indiana,Angle,39.77381667,-86.14341944,Angle,Clear,Daylight,No / No Hit-and-Run,Minivan,2006,Not Distracted,Occupant of a Motor Vehicle Not In-Transport,Suspected Serious Injury (A),Motor Vehicle in Transport,Front Seat – Left Side (Driver's Side),62,Male,Not Reported,Not Applicable,Not Reported
2015-10-19T15:29:00Z,Indiana,Angle,39.77381667,-86.14341944,Angle,Clear,Daylight,No / No Hit-and-Run,Minivan,2006,Not Distracted,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),Motor Vehicle in Transport,Front Seat – Left Side (Driver's Side),56,Male,No (Alcohol Not Involved),Not Applicable,No (Drugs Not Involved)
2015-10-19T15:29:00Z,Indiana,Angle,39.77381667,-86.14341944,Angle,Clear,Daylight,No / No Hit-and-Run,Minivan,2006,Not Distracted,Driver of a Motor Vehicle In-Transport,No Apparent Injury (O),Motor Vehicle in Transport,Front Seat – Left Side (Driver's Side),17,Female,No (Alcohol Not Involved),Not Applicable,No (Drugs Not Involved)
2015-10-19T15:29:00Z,Indiana,Angle,39.77381667,-86.14341944,Angle,Clear,Daylight,No / No Hit-and-Run,Minivan,2006,Not Distracted,Occupant of a Motor Vehicle Not In-Transport,Suspected Serious Injury (A),Motor Vehicle in Transport,Front Seat – Left Side (Driver's Side),62,Male,Not Reported,Not Applicable,Not Reported
2015-10-19T15:29:00Z,Indiana,Angle,39.77381667,-86.14341944,Angle,Clear,Daylight,No / No Hit-and-Run,Minivan,2006,Not Distracted,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),Motor Vehicle in Transport,Front Seat – Left Side (Driver's Side),56,Male,No (Alcohol Not Involved),Not Applicable,No (Drugs Not Involved)
2015-09-22T03:22:00Z,Indiana,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",41.35664722,-85.08695833,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Clear,Dark – Not Lighted,No / No Hit-and-Run,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",2016,Not Distracted,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),Parked Motor Vehicle (Not In Transport),Front Seat – Left Side (Driver's Side),52,Male,No (Alcohol Not Involved),Died at Scene,No (Drugs Not Involved)
2015-06-16T10:00:00Z,Indiana,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",39.8607,-86.27130278,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Clear,Daylight,No / No Hit-and-Run,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",2007,Not Distracted,Occupant of a Motor Vehicle Not In-Transport,Suspected Serious Injury (A),Parked Motor Vehicle (Not In Transport),Sleeper Section of Cab (Truck),47,Male,Not Reported,Not Applicable,Not Reported
2015-06-16T10:00:00Z,Indiana,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",39.8607,-86.27130278,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Clear,Daylight,No / No Hit-and-Run,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",2007,Not Distracted,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),Parked Motor Vehicle (Not In Transport),Front Seat – Left Side (Driver's Side),51,Male,No (Alcohol Not Involved),Died at Scene,No (Drugs Not Involved)
2015-10-30T01:09:00Z,Indiana,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",41.5699,-87.38048889,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Clear,Dark – Not Lighted,No / No Hit-and-Run,Compact Utility (ANSI D-16 Utility Vehicle Categories “Small” and “Midsize”),1999,Not Distracted,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),Parked Motor Vehicle (Not In Transport),Front Seat – Left Side (Driver's Side),25,Male,No (Alcohol Not Involved),Died at Scene,No (Drugs Not Involved)
2015-04-17T20:31:00Z,Indiana,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",39.707675,-86.2644,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Clear,Dark – Not Lighted,No / No Hit-and-Run,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),2001,Not Distracted,Driver of a Motor Vehicle In-Transport,Suspected Serious Injury (A),Parked Motor Vehicle (Not In Transport),Front Seat – Left Side (Driver's Side),51,Male,No (Alcohol Not Involved),Not Applicable,Yes (Drugs Involved)
2015-04-17T20:31:00Z,Indiana,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",39.707675,-86.2644,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Clear,Dark – Not Lighted,No / No Hit-and-Run,Large Utility (ANSI D-16 Utility Vehicle Categories “Full Size” and “Large”),2001,Not Distracted,Pedestrian,Fatal Injury (K),Parked Motor Vehicle (Not In Transport),Not a Motor Vehicle Occupant (2005-Later),25,Male,No (Alcohol Not Involved),Died at Scene,No (Drugs Not Involved)
2015-08-28T05:55:00Z,Indiana,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",40.04666944,-86.47556111,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Clear,Dark – Not Lighted,No / No Hit-and-Run,4-Door Sedan/Hardtop,2005,Not Distracted,Pedestrian,Suspected Serious Injury (A),Curb,Not a Motor Vehicle Occupant (2005-Later),78,Male,Not Reported,Not Applicable,Not Reported
2015-08-28T05:55:00Z,Indiana,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",40.04666944,-86.47556111,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Clear,Dark – Not Lighted,No / No Hit-and-Run,4-Door Sedan/Hardtop,2005,Not Distracted,Pedestrian,Suspected Serious Injury (A),Curb,Not a Motor Vehicle Occupant (2005-Later),76,Female,Not Reported,Not Applicable,Not Reported
2015-08-28T05:55:00Z,Indiana,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",40.04666944,-86.47556111,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Clear,Dark – Not Lighted,No / No Hit-and-Run,4-Door Sedan/Hardtop,2005,Not Distracted,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),Curb,Front Seat – Left Side (Driver's Side),21,Male,Yes (Alcohol Involved),Not Applicable,No (Drugs Not Involved)
2015-08-28T05:55:00Z,Indiana,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",40.04666944,-86.47556111,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Clear,Dark – Not Lighted,No / No Hit-and-Run,Minivan,2013,Not Distracted,Pedestrian,Suspected Serious Injury (A),Curb,Not a Motor Vehicle Occupant (2005-Later),78,Male,Not Reported,Not Applicable,Not Reported
2015-08-28T05:55:00Z,Indiana,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",40.04666944,-86.47556111,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Clear,Dark – Not Lighted,No / No Hit-and-Run,Minivan,2013,Not Distracted,Pedestrian,Suspected Serious Injury (A),Curb,Not a Motor Vehicle Occupant (2005-Later),76,Female,Not Reported,Not Applicable,Not Reported
2015-08-28T05:55:00Z,Indiana,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",40.04666944,-86.47556111,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Clear,Dark – Not Lighted,No / No Hit-and-Run,Minivan,2013,Not Distracted,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),Curb,Front Seat – Left Side (Driver's Side),21,Male,Yes (Alcohol Involved),Not Applicable,No (Drugs Not Involved)
2015-08-28T05:55:00Z,Indiana,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",40.04666944,-86.47556111,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Clear,Dark – Not Lighted,No / No Hit-and-Run,Standard Pickup,2000,Not Distracted,Pedestrian,Suspected Serious Injury (A),Curb,Not a Motor Vehicle Occupant (2005-Later),78,Male,Not Reported,Not Applicable,Not Reported
2015-08-28T05:55:00Z,Indiana,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",40.04666944,-86.47556111,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Clear,Dark – Not Lighted,No / No Hit-and-Run,Standard Pickup,2000,Not Distracted,Pedestrian,Suspected Serious Injury (A),Curb,Not a Motor Vehicle Occupant (2005-Later),76,Female,Not Reported,Not Applicable,Not Reported
2015-08-28T05:55:00Z,Indiana,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",40.04666944,-86.47556111,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Clear,Dark – Not Lighted,No / No Hit-and-Run,Standard Pickup,2000,Not Distracted,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),Curb,Front Seat – Left Side (Driver's Side),21,Male,Yes (Alcohol Involved),Not Applicable,No (Drugs Not Involved)
2015-10-31T01:12:00Z,Montana,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",45.88253889,-111.90733611,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Cloudy,Dark – Not Lighted,No / No Hit-and-Run,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1999,Not Distracted,Driver of a Motor Vehicle In-Transport,Fatal Injury (K),Live Animal,Front Seat – Left Side (Driver's Side),70,Male,No (Alcohol Not Involved),Died at Scene,No (Drugs Not Involved)
2015-08-17T15:12:00Z,Vermont,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",43.73018333,-72.27982222,"Not Collision with Motor Vehicle in Transport (Not Necessarily in Transport for
2005-2009)",Clear,Daylight,No / No Hit-and-Run,"Truck/Tractor (Cab Only, or with Any Number of Trailing Units: Any Weight)",1999,Not Distracted,Driver of a Motor Vehicle In-Transport,No Apparent Injury (O),Parked Motor Vehicle (Not In Transport),Front Seat – Left Side (Driver's Side),23,Male,No (Alcohol Not Involved),Not Applicable,No (Drugs Not Involved)
